images,masks
cropped_0009_label_GQ173MEa_3360_2880.png,cropped_0009_label_GQ173MEa_3360_2880_mask.png
cropped_0009_label_GQ173MEa_960_960.png,cropped_0009_label_GQ173MEa_960_960_mask.png
cropped_0009_label_GQ173MEa_3360_1440.png,cropped_0009_label_GQ173MEa_3360_1440_mask.png
cropped_0009_label_GQ173MEa_2880_1440.png,cropped_0009_label_GQ173MEa_2880_1440_mask.png
cropped_0009_label_GQ173MEa_1440_960.png,cropped_0009_label_GQ173MEa_1440_960_mask.png
cropped_0008_label_F5Njd0Gq_0_960.png,cropped_0008_label_F5Njd0Gq_0_960_mask.png
cropped_0008_label_F5Njd0Gq_2880_960.png,cropped_0008_label_F5Njd0Gq_2880_960_mask.png
cropped_0008_label_F5Njd0Gq_1920_480.png,cropped_0008_label_F5Njd0Gq_1920_480_mask.png
cropped_0008_label_F5Njd0Gq_1920_960.png,cropped_0008_label_F5Njd0Gq_1920_960_mask.png
cropped_0008_label_F5Njd0Gq_2880_2400.png,cropped_0008_label_F5Njd0Gq_2880_2400_mask.png
cropped_0008_label_F5Njd0Gq_3840_0.png,cropped_0008_label_F5Njd0Gq_3840_0_mask.png
cropped_0008_label_F5Njd0Gq_3840_1440.png,cropped_0008_label_F5Njd0Gq_3840_1440_mask.png
cropped_0008_label_F5Njd0Gq_2400_480.png,cropped_0008_label_F5Njd0Gq_2400_480_mask.png
cropped_0008_label_F5Njd0Gq_3360_0.png,cropped_0008_label_F5Njd0Gq_3360_0_mask.png
cropped_0008_label_F5Njd0Gq_3360_1920.png,cropped_0008_label_F5Njd0Gq_3360_1920_mask.png
cropped_0008_label_F5Njd0Gq_2400_0.png,cropped_0008_label_F5Njd0Gq_2400_0_mask.png
cropped_0008_label_F5Njd0Gq_3840_1920.png,cropped_0008_label_F5Njd0Gq_3840_1920_mask.png
cropped_0008_label_F5Njd0Gq_2880_1920.png,cropped_0008_label_F5Njd0Gq_2880_1920_mask.png
cropped_0008_label_F5Njd0Gq_960_1440.png,cropped_0008_label_F5Njd0Gq_960_1440_mask.png
cropped_0008_label_F5Njd0Gq_3360_1440.png,cropped_0008_label_F5Njd0Gq_3360_1440_mask.png
cropped_0008_label_F5Njd0Gq_960_2400.png,cropped_0008_label_F5Njd0Gq_960_2400_mask.png
cropped_0008_label_F5Njd0Gq_480_2400.png,cropped_0008_label_F5Njd0Gq_480_2400_mask.png
cropped_00000001_5_1440_1920.png,cropped_00000001_5_1440_1920_mask.png
cropped_00000001_5_1920_480.png,cropped_00000001_5_1920_480_mask.png
cropped_00000001_5_3840_480.png,cropped_00000001_5_3840_480_mask.png
cropped_00000001_5_0_0.png,cropped_00000001_5_0_0_mask.png
cropped_00000001_5_960_1440.png,cropped_00000001_5_960_1440_mask.png
cropped_00000001_5_1440_1440.png,cropped_00000001_5_1440_1440_mask.png
cropped_00000001_5_1920_1440.png,cropped_00000001_5_1920_1440_mask.png
cropped_00000001_5_2880_0.png,cropped_00000001_5_2880_0_mask.png
cropped_00000001_5_1920_960.png,cropped_00000001_5_1920_960_mask.png
cropped_00000001_5_480_0.png,cropped_00000001_5_480_0_mask.png
cropped_00000001_5_3840_1920.png,cropped_00000001_5_3840_1920_mask.png
cropped_00000001_5_3840_0.png,cropped_00000001_5_3840_0_mask.png
cropped_00000001_5_2400_1920.png,cropped_00000001_5_2400_1920_mask.png
cropped_00000001_5_0_960.png,cropped_00000001_5_0_960_mask.png
cropped_00000001_5_3360_1440.png,cropped_00000001_5_3360_1440_mask.png
cropped_00000001_5_1440_0.png,cropped_00000001_5_1440_0_mask.png
cropped_00000001_5_3840_2880.png,cropped_00000001_5_3840_2880_mask.png
cropped_00000001_5_960_2400.png,cropped_00000001_5_960_2400_mask.png
cropped_00000001_5_2880_1920.png,cropped_00000001_5_2880_1920_mask.png
cropped_00000001_5_960_960.png,cropped_00000001_5_960_960_mask.png
cropped_00000001_5_480_2400.png,cropped_00000001_5_480_2400_mask.png
cropped_0006_label_s2HioE5t_3840_480.png,cropped_0006_label_s2HioE5t_3840_480_mask.png
cropped_0006_label_s2HioE5t_3360_2400.png,cropped_0006_label_s2HioE5t_3360_2400_mask.png
cropped_0006_label_s2HioE5t_1920_2400.png,cropped_0006_label_s2HioE5t_1920_2400_mask.png
cropped_0006_label_s2HioE5t_960_960.png,cropped_0006_label_s2HioE5t_960_960_mask.png
cropped_0006_label_s2HioE5t_960_2400.png,cropped_0006_label_s2HioE5t_960_2400_mask.png
cropped_0006_label_s2HioE5t_3840_0.png,cropped_0006_label_s2HioE5t_3840_0_mask.png
cropped_0006_label_s2HioE5t_1440_960.png,cropped_0006_label_s2HioE5t_1440_960_mask.png
cropped_0006_label_s2HioE5t_3360_1440.png,cropped_0006_label_s2HioE5t_3360_1440_mask.png
cropped_0006_label_s2HioE5t_0_960.png,cropped_0006_label_s2HioE5t_0_960_mask.png
cropped_0006_label_s2HioE5t_480_960.png,cropped_0006_label_s2HioE5t_480_960_mask.png
cropped_0006_label_s2HioE5t_3840_1920.png,cropped_0006_label_s2HioE5t_3840_1920_mask.png
cropped_0006_label_s2HioE5t_2400_960.png,cropped_0006_label_s2HioE5t_2400_960_mask.png
cropped_0006_label_s2HioE5t_480_2880.png,cropped_0006_label_s2HioE5t_480_2880_mask.png
cropped_0006_label_s2HioE5t_2880_1440.png,cropped_0006_label_s2HioE5t_2880_1440_mask.png
cropped_0006_label_s2HioE5t_1920_480.png,cropped_0006_label_s2HioE5t_1920_480_mask.png
cropped_0006_label_s2HioE5t_960_2880.png,cropped_0006_label_s2HioE5t_960_2880_mask.png
cropped_0006_label_s2HioE5t_3360_480.png,cropped_0006_label_s2HioE5t_3360_480_mask.png
cropped_0006_label_s2HioE5t_1920_960.png,cropped_0006_label_s2HioE5t_1920_960_mask.png
cropped_0003_label_ouHctxiB_3840_1920.png,cropped_0003_label_ouHctxiB_3840_1920_mask.png
cropped_0003_label_ouHctxiB_3360_1440.png,cropped_0003_label_ouHctxiB_3360_1440_mask.png
cropped_0003_label_ouHctxiB_960_960.png,cropped_0003_label_ouHctxiB_960_960_mask.png
cropped_0003_label_ouHctxiB_1920_480.png,cropped_0003_label_ouHctxiB_1920_480_mask.png
cropped_0003_label_ouHctxiB_1440_2880.png,cropped_0003_label_ouHctxiB_1440_2880_mask.png
cropped_0003_label_ouHctxiB_2880_1440.png,cropped_0003_label_ouHctxiB_2880_1440_mask.png
cropped_0003_label_ouHctxiB_3360_2880.png,cropped_0003_label_ouHctxiB_3360_2880_mask.png
cropped_0003_label_ouHctxiB_0_1440.png,cropped_0003_label_ouHctxiB_0_1440_mask.png
cropped_0003_label_ouHctxiB_960_0.png,cropped_0003_label_ouHctxiB_960_0_mask.png
cropped_0003_label_ouHctxiB_3840_960.png,cropped_0003_label_ouHctxiB_3840_960_mask.png
cropped_0003_label_ouHctxiB_2400_1440.png,cropped_0003_label_ouHctxiB_2400_1440_mask.png
cropped_0003_label_ouHctxiB_3360_1920.png,cropped_0003_label_ouHctxiB_3360_1920_mask.png
cropped_0003_label_ouHctxiB_1440_480.png,cropped_0003_label_ouHctxiB_1440_480_mask.png
cropped_0003_label_ouHctxiB_3840_0.png,cropped_0003_label_ouHctxiB_3840_0_mask.png
cropped_0003_label_ouHctxiB_1920_960.png,cropped_0003_label_ouHctxiB_1920_960_mask.png
cropped_0003_label_ouHctxiB_3840_2880.png,cropped_0003_label_ouHctxiB_3840_2880_mask.png
cropped_00000043_3_480_1920.png,cropped_00000043_3_480_1920_mask.png
cropped_00000043_3_1440_1920.png,cropped_00000043_3_1440_1920_mask.png
cropped_00000043_3_2400_960.png,cropped_00000043_3_2400_960_mask.png
cropped_00000043_3_2880_2880.png,cropped_00000043_3_2880_2880_mask.png
cropped_00000043_3_1440_1440.png,cropped_00000043_3_1440_1440_mask.png
cropped_00000043_3_2880_0.png,cropped_00000043_3_2880_0_mask.png
cropped_00000043_3_960_1920.png,cropped_00000043_3_960_1920_mask.png
cropped_00000043_3_960_1440.png,cropped_00000043_3_960_1440_mask.png
cropped_00000043_3_3840_2880.png,cropped_00000043_3_3840_2880_mask.png
cropped_00000043_3_2400_2880.png,cropped_00000043_3_2400_2880_mask.png
cropped_00000043_3_480_1440.png,cropped_00000043_3_480_1440_mask.png
cropped_00000043_3_1920_0.png,cropped_00000043_3_1920_0_mask.png
cropped_00000043_3_960_2400.png,cropped_00000043_3_960_2400_mask.png
cropped_0010_label_M4HYDr16_1920_960.png,cropped_0010_label_M4HYDr16_1920_960_mask.png
cropped_0010_label_M4HYDr16_3840_1440.png,cropped_0010_label_M4HYDr16_3840_1440_mask.png
cropped_0010_label_M4HYDr16_2400_1440.png,cropped_0010_label_M4HYDr16_2400_1440_mask.png
cropped_0010_label_M4HYDr16_1440_2880.png,cropped_0010_label_M4HYDr16_1440_2880_mask.png
cropped_0010_label_M4HYDr16_480_1440.png,cropped_0010_label_M4HYDr16_480_1440_mask.png
cropped_0010_label_M4HYDr16_1920_0.png,cropped_0010_label_M4HYDr16_1920_0_mask.png
cropped_0010_label_M4HYDr16_960_1920.png,cropped_0010_label_M4HYDr16_960_1920_mask.png
cropped_0010_label_M4HYDr16_2880_960.png,cropped_0010_label_M4HYDr16_2880_960_mask.png
cropped_0010_label_M4HYDr16_960_1440.png,cropped_0010_label_M4HYDr16_960_1440_mask.png
cropped_0010_label_M4HYDr16_2400_1920.png,cropped_0010_label_M4HYDr16_2400_1920_mask.png
cropped_0010_label_M4HYDr16_0_1440.png,cropped_0010_label_M4HYDr16_0_1440_mask.png
cropped_00000046_2_1440_2880.png,cropped_00000046_2_1440_2880_mask.png
cropped_00000046_2_1920_1920.png,cropped_00000046_2_1920_1920_mask.png
cropped_00000046_2_480_2880.png,cropped_00000046_2_480_2880_mask.png
cropped_00000046_2_960_2400.png,cropped_00000046_2_960_2400_mask.png
cropped_00000046_2_3840_960.png,cropped_00000046_2_3840_960_mask.png
cropped_00000046_2_0_1440.png,cropped_00000046_2_0_1440_mask.png
cropped_00000046_2_1920_2880.png,cropped_00000046_2_1920_2880_mask.png
cropped_00000046_2_960_1920.png,cropped_00000046_2_960_1920_mask.png
cropped_00000046_2_3840_1440.png,cropped_00000046_2_3840_1440_mask.png
cropped_00000046_2_0_480.png,cropped_00000046_2_0_480_mask.png
cropped_00000046_2_3840_2400.png,cropped_00000046_2_3840_2400_mask.png
cropped_00000046_2_2880_2400.png,cropped_00000046_2_2880_2400_mask.png
cropped_00000046_2_480_480.png,cropped_00000046_2_480_480_mask.png
cropped_00000046_2_0_960.png,cropped_00000046_2_0_960_mask.png
cropped_00000046_2_3360_1920.png,cropped_00000046_2_3360_1920_mask.png
cropped_00000046_2_0_0.png,cropped_00000046_2_0_0_mask.png
cropped_0004_label_wmLYCo2j_480_2400.png,cropped_0004_label_wmLYCo2j_480_2400_mask.png
cropped_0004_label_wmLYCo2j_960_960.png,cropped_0004_label_wmLYCo2j_960_960_mask.png
cropped_0004_label_wmLYCo2j_1920_0.png,cropped_0004_label_wmLYCo2j_1920_0_mask.png
cropped_0004_label_wmLYCo2j_0_0.png,cropped_0004_label_wmLYCo2j_0_0_mask.png
cropped_0004_label_wmLYCo2j_3840_480.png,cropped_0004_label_wmLYCo2j_3840_480_mask.png
cropped_0004_label_wmLYCo2j_1920_1440.png,cropped_0004_label_wmLYCo2j_1920_1440_mask.png
cropped_0004_label_wmLYCo2j_2400_480.png,cropped_0004_label_wmLYCo2j_2400_480_mask.png
cropped_0004_label_wmLYCo2j_3360_1920.png,cropped_0004_label_wmLYCo2j_3360_1920_mask.png
cropped_0004_label_wmLYCo2j_3840_960.png,cropped_0004_label_wmLYCo2j_3840_960_mask.png
cropped_0004_label_wmLYCo2j_960_1440.png,cropped_0004_label_wmLYCo2j_960_1440_mask.png
cropped_0004_label_wmLYCo2j_1440_1920.png,cropped_0004_label_wmLYCo2j_1440_1920_mask.png
cropped_0004_label_wmLYCo2j_2400_2400.png,cropped_0004_label_wmLYCo2j_2400_2400_mask.png
cropped_0004_label_wmLYCo2j_2400_960.png,cropped_0004_label_wmLYCo2j_2400_960_mask.png
cropped_0004_label_wmLYCo2j_960_0.png,cropped_0004_label_wmLYCo2j_960_0_mask.png
cropped_0004_label_wmLYCo2j_3360_1440.png,cropped_0004_label_wmLYCo2j_3360_1440_mask.png
cropped_0004_label_wmLYCo2j_2400_1440.png,cropped_0004_label_wmLYCo2j_2400_1440_mask.png
cropped_0004_label_wmLYCo2j_960_480.png,cropped_0004_label_wmLYCo2j_960_480_mask.png
cropped_0004_label_wmLYCo2j_3840_1440.png,cropped_0004_label_wmLYCo2j_3840_1440_mask.png
cropped_0004_label_wmLYCo2j_1920_480.png,cropped_0004_label_wmLYCo2j_1920_480_mask.png
cropped_0004_label_wmLYCo2j_480_1920.png,cropped_0004_label_wmLYCo2j_480_1920_mask.png
cropped_0004_label_wmLYCo2j_3840_1920.png,cropped_0004_label_wmLYCo2j_3840_1920_mask.png
cropped_0004_label_wmLYCo2j_960_1920.png,cropped_0004_label_wmLYCo2j_960_1920_mask.png
cropped_00000010_2880_960.png,cropped_00000010_2880_960_mask.png
cropped_00000010_960_2880.png,cropped_00000010_960_2880_mask.png
cropped_00000010_480_960.png,cropped_00000010_480_960_mask.png
cropped_00000010_1440_2400.png,cropped_00000010_1440_2400_mask.png
cropped_00000010_1440_960.png,cropped_00000010_1440_960_mask.png
cropped_00000010_1920_0.png,cropped_00000010_1920_0_mask.png
cropped_00000010_2400_960.png,cropped_00000010_2400_960_mask.png
cropped_00000010_0_960.png,cropped_00000010_0_960_mask.png
cropped_00000010_1920_960.png,cropped_00000010_1920_960_mask.png
cropped_00000010_2880_480.png,cropped_00000010_2880_480_mask.png
cropped_00000010_960_0.png,cropped_00000010_960_0_mask.png
cropped_00000010_3840_0.png,cropped_00000010_3840_0_mask.png
cropped_00000010_3840_2880.png,cropped_00000010_3840_2880_mask.png
cropped_00000010_3840_2400.png,cropped_00000010_3840_2400_mask.png
cropped_00000010_1920_2400.png,cropped_00000010_1920_2400_mask.png
cropped_00000010_3360_960.png,cropped_00000010_3360_960_mask.png
cropped_00000010_3360_1920.png,cropped_00000010_3360_1920_mask.png
cropped_0008_label_lY40XnMe_0_2400.png,cropped_0008_label_lY40XnMe_0_2400_mask.png
cropped_0008_label_lY40XnMe_1920_2400.png,cropped_0008_label_lY40XnMe_1920_2400_mask.png
cropped_0008_label_lY40XnMe_3840_1440.png,cropped_0008_label_lY40XnMe_3840_1440_mask.png
cropped_0008_label_lY40XnMe_3360_0.png,cropped_0008_label_lY40XnMe_3360_0_mask.png
cropped_0008_label_lY40XnMe_3840_480.png,cropped_0008_label_lY40XnMe_3840_480_mask.png
cropped_0008_label_lY40XnMe_1440_960.png,cropped_0008_label_lY40XnMe_1440_960_mask.png
cropped_0008_label_lY40XnMe_3840_2400.png,cropped_0008_label_lY40XnMe_3840_2400_mask.png
cropped_0008_label_lY40XnMe_1920_960.png,cropped_0008_label_lY40XnMe_1920_960_mask.png
cropped_0008_label_lY40XnMe_3360_2400.png,cropped_0008_label_lY40XnMe_3360_2400_mask.png
cropped_0008_label_lY40XnMe_0_0.png,cropped_0008_label_lY40XnMe_0_0_mask.png
cropped_0008_label_lY40XnMe_3360_960.png,cropped_0008_label_lY40XnMe_3360_960_mask.png
cropped_0008_label_lY40XnMe_2880_2880.png,cropped_0008_label_lY40XnMe_2880_2880_mask.png
cropped_0008_label_lY40XnMe_3360_480.png,cropped_0008_label_lY40XnMe_3360_480_mask.png
cropped_0008_label_lY40XnMe_0_480.png,cropped_0008_label_lY40XnMe_0_480_mask.png
cropped_0008_label_lY40XnMe_960_960.png,cropped_0008_label_lY40XnMe_960_960_mask.png
cropped_0008_label_lY40XnMe_480_960.png,cropped_0008_label_lY40XnMe_480_960_mask.png
cropped_0008_label_lY40XnMe_2400_960.png,cropped_0008_label_lY40XnMe_2400_960_mask.png
cropped_0008_label_lY40XnMe_3360_1440.png,cropped_0008_label_lY40XnMe_3360_1440_mask.png
cropped_0008_label_lY40XnMe_2880_960.png,cropped_0008_label_lY40XnMe_2880_960_mask.png
cropped_0008_label_lY40XnMe_3840_1920.png,cropped_0008_label_lY40XnMe_3840_1920_mask.png
cropped_0008_label_lY40XnMe_3360_2880.png,cropped_0008_label_lY40XnMe_3360_2880_mask.png
cropped_0008_label_lY40XnMe_480_0.png,cropped_0008_label_lY40XnMe_480_0_mask.png
cropped_0008_label_lY40XnMe_2400_480.png,cropped_0008_label_lY40XnMe_2400_480_mask.png
cropped_0008_label_lY40XnMe_1920_480.png,cropped_0008_label_lY40XnMe_1920_480_mask.png
cropped_0008_label_zsq5uyoY_3360_1920.png,cropped_0008_label_zsq5uyoY_3360_1920_mask.png
cropped_0008_label_zsq5uyoY_0_480.png,cropped_0008_label_zsq5uyoY_0_480_mask.png
cropped_0008_label_zsq5uyoY_1440_2880.png,cropped_0008_label_zsq5uyoY_1440_2880_mask.png
cropped_0008_label_zsq5uyoY_2400_1440.png,cropped_0008_label_zsq5uyoY_2400_1440_mask.png
cropped_0008_label_zsq5uyoY_0_960.png,cropped_0008_label_zsq5uyoY_0_960_mask.png
cropped_0008_label_zsq5uyoY_480_480.png,cropped_0008_label_zsq5uyoY_480_480_mask.png
cropped_0008_label_zsq5uyoY_1920_960.png,cropped_0008_label_zsq5uyoY_1920_960_mask.png
cropped_0008_label_zsq5uyoY_1920_480.png,cropped_0008_label_zsq5uyoY_1920_480_mask.png
cropped_0008_label_zsq5uyoY_3360_1440.png,cropped_0008_label_zsq5uyoY_3360_1440_mask.png
cropped_0008_label_zsq5uyoY_3360_960.png,cropped_0008_label_zsq5uyoY_3360_960_mask.png
cropped_0008_label_zsq5uyoY_0_1440.png,cropped_0008_label_zsq5uyoY_0_1440_mask.png
cropped_0008_label_zsq5uyoY_960_1920.png,cropped_0008_label_zsq5uyoY_960_1920_mask.png
cropped_0008_label_zsq5uyoY_2400_960.png,cropped_0008_label_zsq5uyoY_2400_960_mask.png
cropped_0008_label_zsq5uyoY_3840_0.png,cropped_0008_label_zsq5uyoY_3840_0_mask.png
cropped_0008_label_zsq5uyoY_1920_2400.png,cropped_0008_label_zsq5uyoY_1920_2400_mask.png
cropped_0008_label_zsq5uyoY_1440_0.png,cropped_0008_label_zsq5uyoY_1440_0_mask.png
cropped_0008_label_zsq5uyoY_2880_1920.png,cropped_0008_label_zsq5uyoY_2880_1920_mask.png
cropped_0008_label_zsq5uyoY_960_1440.png,cropped_0008_label_zsq5uyoY_960_1440_mask.png
cropped_0013_label_FCjmsocM_3840_2880.png,cropped_0013_label_FCjmsocM_3840_2880_mask.png
cropped_0013_label_FCjmsocM_960_480.png,cropped_0013_label_FCjmsocM_960_480_mask.png
cropped_0013_label_FCjmsocM_1920_2880.png,cropped_0013_label_FCjmsocM_1920_2880_mask.png
cropped_0013_label_FCjmsocM_3840_1920.png,cropped_0013_label_FCjmsocM_3840_1920_mask.png
cropped_0013_label_FCjmsocM_3360_2400.png,cropped_0013_label_FCjmsocM_3360_2400_mask.png
cropped_0013_label_FCjmsocM_480_480.png,cropped_0013_label_FCjmsocM_480_480_mask.png
cropped_0013_label_FCjmsocM_1920_960.png,cropped_0013_label_FCjmsocM_1920_960_mask.png
cropped_0013_label_FCjmsocM_2880_480.png,cropped_0013_label_FCjmsocM_2880_480_mask.png
cropped_0013_label_FCjmsocM_480_960.png,cropped_0013_label_FCjmsocM_480_960_mask.png
cropped_0013_label_FCjmsocM_960_1920.png,cropped_0013_label_FCjmsocM_960_1920_mask.png
cropped_0013_label_FCjmsocM_1920_480.png,cropped_0013_label_FCjmsocM_1920_480_mask.png
cropped_0013_label_FCjmsocM_3840_960.png,cropped_0013_label_FCjmsocM_3840_960_mask.png
cropped_0013_label_FCjmsocM_1920_1920.png,cropped_0013_label_FCjmsocM_1920_1920_mask.png
cropped_0013_label_FCjmsocM_480_0.png,cropped_0013_label_FCjmsocM_480_0_mask.png
cropped_0013_label_FCjmsocM_960_2880.png,cropped_0013_label_FCjmsocM_960_2880_mask.png
cropped_0013_label_FCjmsocM_960_0.png,cropped_0013_label_FCjmsocM_960_0_mask.png
cropped_0013_label_FCjmsocM_2400_1920.png,cropped_0013_label_FCjmsocM_2400_1920_mask.png
cropped_0013_label_FCjmsocM_480_1920.png,cropped_0013_label_FCjmsocM_480_1920_mask.png
cropped_0013_label_FCjmsocM_1440_2880.png,cropped_0013_label_FCjmsocM_1440_2880_mask.png
cropped_0009_label_FCjmsocM_3840_480.png,cropped_0009_label_FCjmsocM_3840_480_mask.png
cropped_0009_label_FCjmsocM_2880_1920.png,cropped_0009_label_FCjmsocM_2880_1920_mask.png
cropped_0009_label_FCjmsocM_1440_480.png,cropped_0009_label_FCjmsocM_1440_480_mask.png
cropped_0009_label_FCjmsocM_3840_2400.png,cropped_0009_label_FCjmsocM_3840_2400_mask.png
cropped_0009_label_FCjmsocM_3360_0.png,cropped_0009_label_FCjmsocM_3360_0_mask.png
cropped_0009_label_FCjmsocM_2880_480.png,cropped_0009_label_FCjmsocM_2880_480_mask.png
cropped_0009_label_FCjmsocM_2400_0.png,cropped_0009_label_FCjmsocM_2400_0_mask.png
cropped_0009_label_FCjmsocM_3360_1920.png,cropped_0009_label_FCjmsocM_3360_1920_mask.png
cropped_0009_label_FCjmsocM_2880_960.png,cropped_0009_label_FCjmsocM_2880_960_mask.png
cropped_0009_label_FCjmsocM_1920_960.png,cropped_0009_label_FCjmsocM_1920_960_mask.png
cropped_0009_label_FCjmsocM_960_2880.png,cropped_0009_label_FCjmsocM_960_2880_mask.png
cropped_0009_label_FCjmsocM_2880_0.png,cropped_0009_label_FCjmsocM_2880_0_mask.png
cropped_0009_label_FCjmsocM_1920_480.png,cropped_0009_label_FCjmsocM_1920_480_mask.png
cropped_0009_label_FCjmsocM_2400_480.png,cropped_0009_label_FCjmsocM_2400_480_mask.png
cropped_0009_label_FCjmsocM_960_960.png,cropped_0009_label_FCjmsocM_960_960_mask.png
cropped_0009_label_FCjmsocM_0_480.png,cropped_0009_label_FCjmsocM_0_480_mask.png
cropped_0009_label_FCjmsocM_960_480.png,cropped_0009_label_FCjmsocM_960_480_mask.png
cropped_0009_label_FCjmsocM_1920_2880.png,cropped_0009_label_FCjmsocM_1920_2880_mask.png
cropped_0009_label_FCjmsocM_0_2400.png,cropped_0009_label_FCjmsocM_0_2400_mask.png
cropped_0009_label_FCjmsocM_1440_2880.png,cropped_0009_label_FCjmsocM_1440_2880_mask.png
cropped_0009_label_FCjmsocM_960_1440.png,cropped_0009_label_FCjmsocM_960_1440_mask.png
cropped_0009_label_FCjmsocM_1440_1920.png,cropped_0009_label_FCjmsocM_1440_1920_mask.png
cropped_0009_label_FCjmsocM_1920_2400.png,cropped_0009_label_FCjmsocM_1920_2400_mask.png
cropped_0009_label_FCjmsocM_3360_2400.png,cropped_0009_label_FCjmsocM_3360_2400_mask.png
cropped_0009_label_FCjmsocM_3840_0.png,cropped_0009_label_FCjmsocM_3840_0_mask.png
cropped_0009_label_FCjmsocM_480_480.png,cropped_0009_label_FCjmsocM_480_480_mask.png
cropped_0009_label_FCjmsocM_480_960.png,cropped_0009_label_FCjmsocM_480_960_mask.png
cropped_00000007_1_1920_960.png,cropped_00000007_1_1920_960_mask.png
cropped_00000007_1_3840_2400.png,cropped_00000007_1_3840_2400_mask.png
cropped_00000007_1_0_960.png,cropped_00000007_1_0_960_mask.png
cropped_00000007_1_3360_480.png,cropped_00000007_1_3360_480_mask.png
cropped_00000007_1_3840_0.png,cropped_00000007_1_3840_0_mask.png
cropped_00000007_1_3360_2400.png,cropped_00000007_1_3360_2400_mask.png
cropped_00000007_1_1920_480.png,cropped_00000007_1_1920_480_mask.png
cropped_00000007_1_2880_2880.png,cropped_00000007_1_2880_2880_mask.png
cropped_00000007_1_0_1920.png,cropped_00000007_1_0_1920_mask.png
cropped_00000007_1_960_960.png,cropped_00000007_1_960_960_mask.png
cropped_00000007_1_1920_2880.png,cropped_00000007_1_1920_2880_mask.png
cropped_00000007_1_3840_2880.png,cropped_00000007_1_3840_2880_mask.png
cropped_00000007_1_1440_1920.png,cropped_00000007_1_1440_1920_mask.png
cropped_00000007_1_3840_1920.png,cropped_00000007_1_3840_1920_mask.png
cropped_00000007_1_2400_1920.png,cropped_00000007_1_2400_1920_mask.png
cropped_00000007_1_2880_2400.png,cropped_00000007_1_2880_2400_mask.png
cropped_00000007_1_960_0.png,cropped_00000007_1_960_0_mask.png
cropped_00000007_1_2400_2400.png,cropped_00000007_1_2400_2400_mask.png
cropped_00000007_1_2400_2880.png,cropped_00000007_1_2400_2880_mask.png
cropped_00000007_1_960_1440.png,cropped_00000007_1_960_1440_mask.png
cropped_00000007_1_2880_1920.png,cropped_00000007_1_2880_1920_mask.png
cropped_00000007_1_3360_2880.png,cropped_00000007_1_3360_2880_mask.png
cropped_00000007_1_3360_1920.png,cropped_00000007_1_3360_1920_mask.png
cropped_00000000_1_3360_2880.png,cropped_00000000_1_3360_2880_mask.png
